statsDataId,measure_code,measure_name,industry_code,industry_name,area_code,area_name,time_code,year,unit,value,source_statistics
0004040102,103-2024,従業者,G,情報通信業,13000,東京都,2024000000,2024,人,1211736,令和6年経済センサス-基礎調査
