検索年,@id,STATISTICS_NAME,TITLE,CYCLE,SURVEY_DATE,OPEN_DATE,SMALL_AREA,COLLECT_AREA,OVERALL_TOTAL_NUMBER,UPDATED_DATE,DESCRIPTION,STAT_NAME.@code,STAT_NAME.$,GOV_ORG.@code,GOV_ORG.$,MAIN_CATEGORY.@code,MAIN_CATEGORY.$,SUB_CATEGORY.@code,SUB_CATEGORY.$,STATISTICS_NAME_SPEC.TABULATION_CATEGORY,TITLE_SPEC.TABLE_NAME,TITLE_SPEC.TABLE_EXPLANATION,TITLE.@no,TITLE.$,STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1,STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2,STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3,TITLE_SPEC.TABLE_CATEGORY,DESCRIPTION.TABULATION_SUB_CATEGORY_EXPLANATION1,STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4,TITLE_SPEC.TABLE_SUB_CATEGORY1,TITLE_SPEC.TABLE_SUB_CATEGORY2,TITLE_SPEC.TABLE_SUB_CATEGORY3,DESCRIPTION.TABULATION_SUB_CATEGORY_EXPLANATION2
2024,0003350896,民間非営利団体実態調査結果,民間非営利団体における従業者規模別収入・支出額表,年度次,202404-202503,2026-01-30,0,該当なし,37836,2026-03-02,,00100407,民間非営利団体実態調査,00100,内閣府,07,企業・家計・経済,05,国民経済計算,民間非営利団体実態調査結果,民間非営利団体における従業者規模別収入・支出額表,※投資支出欄について、対事業所サービス（事業協同組合、経済団体）、健康相談施設及び社会保険事業団体へは投資支出の質問を行っていないため、これを除いた数値となっている。,,,,,,,,,,,,
2024,0003350897,民間非営利団体実態調査結果,民間非営利団体における従業者規模別従業者数,年度次,202404-202503,2026-01-30,0,該当なし,3648,2026-03-02,,00100407,民間非営利団体実態調査,00100,内閣府,07,企業・家計・経済,05,国民経済計算,民間非営利団体実態調査結果,民間非営利団体における従業者規模別従業者数,※「常雇(1か月以上の雇用の者)」は平成28年調査までの「常雇(1カ月を超えて雇用の者)」からの名称変更。<br>※「臨時、日雇(1か月未満)」は平成28年調査までの「臨時、日雇(1カ月以内)」からの名称変更。,,,,,,,,,,,,
2024,0003350898,民間非営利団体実態調査結果,民間非営利団体実態調査対象母集団数及び集計事業所数,年度次,202404-202503,2026-01-30,0,該当なし,1220,2026-03-02,,00100407,民間非営利団体実態調査,00100,内閣府,07,企業・家計・経済,05,国民経済計算,民間非営利団体実態調査結果,民間非営利団体実態調査対象母集団数及び集計事業所数,,,,,,,,,,,,,
2024,0003350899,民間非営利団体実態調査結果,産業分類別にみた介護保険事業実施事業所数,年度次,202404-202503,2026-01-30,0,該当なし,122,2026-03-02,,00100407,民間非営利団体実態調査,00100,内閣府,07,企業・家計・経済,05,国民経済計算,民間非営利団体実態調査結果,産業分類別にみた介護保険事業実施事業所数,,,,,,,,,,,,,
2024,0003350900,民間非営利団体実態調査結果,各事業所の介護保険事業で最も収入の多いサービス内容,年度次,202404-202503,2026-01-30,0,該当なし,90,2026-03-02,,00100407,民間非営利団体実態調査,00100,内閣府,07,企業・家計・経済,05,国民経済計算,民間非営利団体実態調査結果,各事業所の介護保険事業で最も収入の多いサービス内容,,,,,,,,,,,,,
2024,0003350901,民間非営利団体実態調査結果,非営利事業のうち、収入額の一番多い活動内容について,年度次,202404-202503,2026-01-30,0,該当なし,633,2026-03-02,,00100407,民間非営利団体実態調査,00100,内閣府,07,企業・家計・経済,05,国民経済計算,民間非営利団体実態調査結果,非営利事業のうち、収入額の一番多い活動内容について,,,,,,,,,,,,,
2024,0004049794,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,496,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,2.国民可処分所得と使用勘定　年度,,1,1.統合勘定 2.国民可処分所得と使用勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049795,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,496,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,2.国民可処分所得と使用勘定　暦年,,1,1.統合勘定 2.国民可処分所得と使用勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049796,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,2000,2026-08-20,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,2.国民可処分所得と使用勘定　四半期,,1,1.統合勘定 2.国民可処分所得と使用勘定　四半期,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049797,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,279,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,3.資本勘定・金融勘定　(1)資本勘定　年度,(注)海外からの資本移転等(純)＝海外からの資本移転(純)－非金融非生産資産の海外からの購入(純),1,1.統合勘定 3.資本勘定・金融勘定　(1)資本勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049798,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,155,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,3.資本勘定・金融勘定　(2)金融勘定　年度,,1,1.統合勘定 3.資本勘定・金融勘定　(2)金融勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049799,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,279,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,3.資本勘定・金融勘定　(1)資本勘定　暦年,(注)海外からの資本移転等(純)＝海外からの資本移転(純)－非金融非生産資産の海外からの購入(純),1,1.統合勘定 3.資本勘定・金融勘定　(1)資本勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049800,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,155,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,3.資本勘定・金融勘定　(2)金融勘定　暦年,,1,1.統合勘定 3.資本勘定・金融勘定　(2)金融勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049801,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,1125,2026-08-20,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,3.資本勘定・金融勘定　(1)資本勘定　四半期,(注)海外からの資本移転等(純)＝海外からの資本移転(純)－非金融非生産資産の海外からの購入(純),1,1.統合勘定 3.資本勘定・金融勘定　(1)資本勘定　四半期,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049802,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,341,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,4.海外勘定　(1)経常取引　年度,,1,1.統合勘定 4.海外勘定　(1)経常取引　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049803,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,124,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,4.海外勘定　(2)資本取引　年度,(注)資本移転等(受取)＝資本移転(受取)＋非金融非生産資産の売却</br>　　資本移転等(支払)＝資本移転(支払)＋非金融非生産資産の購入,1,1.統合勘定 4.海外勘定　(2)資本取引　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049804,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,155,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,4.海外勘定　(3)金融取引　年度,,1,1.統合勘定 4.海外勘定　(3)金融取引　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049805,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,341,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,4.海外勘定　(1)経常取引　暦年,,1,1.統合勘定 4.海外勘定　(1)経常取引　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049806,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,124,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,4.海外勘定　(2)資本取引　暦年,(注)資本移転等(受取)＝資本移転(受取)＋非金融非生産資産の売却</br>　　資本移転等(支払)＝資本移転(支払)＋非金融非生産資産の購入,1,1.統合勘定 4.海外勘定　(2)資本取引　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049807,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,155,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,4.海外勘定　(3)金融取引　暦年,,1,1.統合勘定 4.海外勘定　(3)金融取引　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049808,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,1375,2026-08-20,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,4.海外勘定　(1)経常取引　四半期,,1,1.統合勘定 4.海外勘定　(1)経常取引　四半期,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049809,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,500,2026-08-20,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,4.海外勘定　(2)資本取引　四半期,(注)資本移転等(受取)＝資本移転(受取)＋非金融非生産資産の売却</br>　　資本移転等(支払)＝資本移転(支払)＋非金融非生産資産の購入,1,1.統合勘定 4.海外勘定　(2)資本取引　四半期,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049858,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,589,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,1.国内総生産勘定　年度,,1,1.統合勘定 1.国内総生産勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049859,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,589,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,1.国内総生産勘定　暦年,,1,1.統合勘定 1.国内総生産勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049860,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,2375,2026-08-20,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,1.国内総生産勘定　四半期,,1,1.統合勘定 1.国内総生産勘定　四半期,令和2年基準,2024年度（令和6年度）年次推計,フロー編,1.統合勘定,,,,,,
2024,0004049726,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,341,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,5.家計(個人企業を含む)　(4)所得の使用勘定　b.調整可処分所得の使用勘定　年度,(注)調整貯蓄率＝貯蓄(純)÷(調整可処分所得(純)＋年金受給権の変動調整(受取)),2,2.制度部門別所得支出勘定 5.家計(個人企業を含む)　(4)所得の使用勘定　b.調整可処分所得の使用勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049727,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,1116,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,5.家計(個人企業を含む)　(1)第1次所得の配分勘定　暦年,(注)投資信託投資者に帰属する投資所得は、2012年度(7－9月期)以降計上しており、それ以前は利子に計上されている。</br>　　また、投資信託に係るインカムゲインを原資とした分配金は、2012年度(7－9月期)以降、法人企業の分配所得のうちの配当に計上しているが、それ以前は利子に計上されている。,2,2.制度部門別所得支出勘定 5.家計(個人企業を含む)　(1)第1次所得の配分勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049728,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,930,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,5.家計(個人企業を含む)　(2)所得の第2次分配勘定　暦年,(注)現物社会移転以外の社会給付のうち、社会扶助給付には、現物を含む。,2,2.制度部門別所得支出勘定 5.家計(個人企業を含む)　(2)所得の第2次分配勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049729,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,341,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,5.家計(個人企業を含む)　(3)現物所得の再分配勘定　暦年,,2,2.制度部門別所得支出勘定 5.家計(個人企業を含む)　(3)現物所得の再分配勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049730,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,341,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,5.家計(個人企業を含む)　(4)所得の使用勘定　a.可処分所得の使用勘定　暦年,(注)貯蓄率＝貯蓄(純)÷(可処分所得(純)＋年金受給権の変動調整(受取)),2,2.制度部門別所得支出勘定 5.家計(個人企業を含む)　(4)所得の使用勘定　a.可処分所得の使用勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049731,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,341,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,5.家計(個人企業を含む)　(4)所得の使用勘定　b.調整可処分所得の使用勘定　暦年,(注)調整貯蓄率＝貯蓄(純)÷(調整可処分所得(純)＋年金受給権の変動調整(受取)),2,2.制度部門別所得支出勘定 5.家計(個人企業を含む)　(4)所得の使用勘定　b.調整可処分所得の使用勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049732,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,4500,2026-08-20,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,5.家計(個人企業を含む)　(1)第1次所得の配分勘定　四半期,(注)投資信託投資者に帰属する投資所得は、2012年度(7－9月期)以降計上しており、それ以前は利子に計上されている。</br>　　また、投資信託に係るインカムゲインを原資とした分配金は、2012年度(7－9月期)以降、法人企業の分配所得のうちの配当に計上しているが、それ以前は利子に計上されている。,2,2.制度部門別所得支出勘定 5.家計(個人企業を含む)　(1)第1次所得の配分勘定　四半期,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049733,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,3750,2026-08-20,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,5.家計(個人企業を含む)　(2)所得の第2次分配勘定　四半期,(注)現物社会移転以外の社会給付のうち、社会扶助給付には、現物を含む。,2,2.制度部門別所得支出勘定 5.家計(個人企業を含む)　(2)所得の第2次分配勘定　四半期,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049734,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,1375,2026-08-20,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,5.家計(個人企業を含む)　(3)現物所得の再分配勘定　四半期,,2,2.制度部門別所得支出勘定 5.家計(個人企業を含む)　(3)現物所得の再分配勘定　四半期,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049735,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,1375,2026-08-20,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,5.家計(個人企業を含む)　(4)所得の使用勘定　a.可処分所得の使用勘定　四半期,(注)貯蓄率＝貯蓄(純)÷(可処分所得(純)＋年金受給権の変動調整(受取)),2,2.制度部門別所得支出勘定 5.家計(個人企業を含む)　(4)所得の使用勘定　a.可処分所得の使用勘定　四半期,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049736,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,1375,2026-08-20,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,5.家計(個人企業を含む)　(4)所得の使用勘定　b.調整可処分所得の使用勘定　四半期,(注)調整貯蓄率＝貯蓄(純)÷(調整可処分所得(純)＋年金受給権の変動調整(受取)),2,2.制度部門別所得支出勘定 5.家計(個人企業を含む)　(4)所得の使用勘定　b.調整可処分所得の使用勘定　四半期,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049737,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,465,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,6.対家計民間非営利団体　(1)第1次所得の配分勘定　年度,,2,2.制度部門別所得支出勘定 6.対家計民間非営利団体　(1)第1次所得の配分勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049738,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,496,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,6.対家計民間非営利団体　(2)所得の第2次分配勘定　年度,(注)現物社会移転以外の社会給付のうち、社会扶助給付には、現物を含む。,2,2.制度部門別所得支出勘定 6.対家計民間非営利団体　(2)所得の第2次分配勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049739,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,279,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,6.対家計民間非営利団体　(3)現物所得の再分配勘定　年度,,2,2.制度部門別所得支出勘定 6.対家計民間非営利団体　(3)現物所得の再分配勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049740,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,279,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,6.対家計民間非営利団体　(4)所得の使用勘定　a.可処分所得の使用勘定　年度,,2,2.制度部門別所得支出勘定 6.対家計民間非営利団体　(4)所得の使用勘定　a.可処分所得の使用勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049741,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,248,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,6.対家計民間非営利団体　(4)所得の使用勘定　b.調整可処分所得の使用勘定　年度,,2,2.制度部門別所得支出勘定 6.対家計民間非営利団体　(4)所得の使用勘定　b.調整可処分所得の使用勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049742,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,465,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,6.対家計民間非営利団体　(1)第1次所得の配分勘定　暦年,,2,2.制度部門別所得支出勘定 6.対家計民間非営利団体　(1)第1次所得の配分勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049743,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,496,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,6.対家計民間非営利団体　(2)所得の第2次分配勘定　暦年,(注)現物社会移転以外の社会給付のうち、社会扶助給付には、現物を含む。,2,2.制度部門別所得支出勘定 6.対家計民間非営利団体　(2)所得の第2次分配勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049744,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,279,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,6.対家計民間非営利団体　(3)現物所得の再分配勘定　暦年,,2,2.制度部門別所得支出勘定 6.対家計民間非営利団体　(3)現物所得の再分配勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049745,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,279,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,6.対家計民間非営利団体　(4)所得の使用勘定　a.可処分所得の使用勘定　暦年,,2,2.制度部門別所得支出勘定 6.対家計民間非営利団体　(4)所得の使用勘定　a.可処分所得の使用勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049746,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,248,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,6.対家計民間非営利団体　(4)所得の使用勘定　b.調整可処分所得の使用勘定　暦年,,2,2.制度部門別所得支出勘定 6.対家計民間非営利団体　(4)所得の使用勘定　b.調整可処分所得の使用勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049810,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,744,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,1.一国経済　(1)所得の発生勘定　年度,,2,2.制度部門別所得支出勘定 1.一国経済　(1)所得の発生勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049811,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,744,2026-03-31,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,1.一国経済　(1)所得の発生勘定　暦年,,2,2.制度部門別所得支出勘定 1.一国経済　(1)所得の発生勘定　暦年,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
2024,0004049812,国民経済計算年次推計 令和2年基準 2024年度（令和6年度）年次推計 フロー編,,年次,202401-202412,2026-01-30,0,該当なし,1488,2026-05-25,,00100409,国民経済計算,00100,内閣府,07,企業・家計・経済,05,国民経済計算,国民経済計算年次推計,1.一国経済　(2)第1次所得の配分勘定　年度,(注)投資信託投資者に帰属する投資所得は、2012年度(7－9月期)以降計上しており、それ以前は利子に計上されている。また、投資信託に係るインカムゲインを原資とした分配金は、2012年度(7－9月期)以降、法人企業の分配所得のうちの配当に計上しているが、それ以前は利子に計上されている。,2,2.制度部門別所得支出勘定 1.一国経済　(2)第1次所得の配分勘定　年度,令和2年基準,2024年度（令和6年度）年次推計,フロー編,2.制度部門別所得支出勘定,,,,,,
