statsDataId,表章事項,男女,全国、都道府県、市区町村,時間軸（年次）,単位,値
0004050397,2025_01,0,09204,2025000000,人,109814
0004050397,2025_01,0,09205,2025000000,人,89360
0004050397,2025_01,0,09206,2025000000,人,71674
0004050397,2025_01,0,09208,2025000000,人,165528
0004050397,2025_01,0,09209,2025000000,人,75822
0004050397,2025_01,0,09210,2025000000,人,68438
0004050397,2025_01,0,09211,2025000000,人,28877
0004050397,2025_01,0,09213,2025000000,人,112562
0004050397,2025_01,0,09214,2025000000,人,44192
0004050397,2025_01,0,09215,2025000000,人,22164
0004050397,2025_01,0,09216,2025000000,人,58995
0004050397,2025_01,0,09301,2025000000,人,29749
0004050397,2025_01,0,09342,2025000000,人,20124
0004050397,2025_01,0,09343,2025000000,人,10531
0004050397,2025_01,0,09344,2025000000,人,10517
0004050397,2025_01,0,09345,2025000000,人,14809
0004050397,2025_01,0,09361,2025000000,人,38047
0004050397,2025_01,0,09364,2025000000,人,24534
0004050397,2025_01,0,09384,2025000000,人,9111
0004050397,2025_01,0,09386,2025000000,人,28480
0004050397,2025_01,0,09407,2025000000,人,22211
0004050397,2025_01,0,09411,2025000000,人,13370
0004050397,2025_01,0,10000,2025000000,人,1867582
0004050397,2025_01,0,10201,2025000000,人,324554
0004050397,2025_01,0,10202,2025000000,人,363801
0004050397,2025_01,0,10203,2025000000,人,97223
0004050397,2025_01,0,10204,2025000000,人,208263
0004050397,2025_01,0,10205,2025000000,人,219439
0004050397,2025_01,0,10206,2025000000,人,41287
0004050397,2025_01,0,10207,2025000000,人,72835
0004050397,2025_01,0,10208,2025000000,人,70325
0004050397,2025_01,0,10209,2025000000,人,59385
0004050397,2025_01,0,10210,2025000000,人,43789
0004050397,2025_01,0,10211,2025000000,人,50704
0004050397,2025_01,0,10212,2025000000,人,48198
0004050397,2025_01,0,10344,2025000000,人,14074
0004050397,2025_01,0,10345,2025000000,人,22900
0004050397,2025_01,0,10366,2025000000,人,972
0004050397,2025_01,0,10367,2025000000,人,1298
0004050397,2025_01,0,10382,2025000000,人,5460
